feature,coefficient,abs_coef
is_credit_card,2.5210776453877983,2.5210776453877983
log_avg_order_value,0.9271677510068788,0.9271677510068788
log_total_orders,0.19317398758371107,0.19317398758371107
state_encoded,-0.07532119848871298,0.07532119848871298
leakage_state,-0.030546554537290268,0.030546554537290268
is_high_value,-0.019603639592441678,0.019603639592441678
