"year_month","product_category_en","price_bucket","order_count","total_revenue","avg_price","updated_at"
"2017-06","watches_gifts","C. 150-500",41,9128.35,222.64268292682928,"2026-05-28 10:53:44"
"2017-06","watches_gifts","D. 500+",17,14241.77,837.7511764705882,"2026-05-28 10:53:44"
"2017-07","","A. 0-50",39,1262.8799999999999,32.38153846153846,"2026-05-28 10:53:44"
"2017-07","","B. 50-150",18,1384.98,76.94333333333333,"2026-05-28 10:53:44"
"2017-07","","C. 150-500",1,320,320,"2026-05-28 10:53:44"
"2017-07","agro_industry_and_commerce","D. 500+",1,1180,1180,"2026-05-28 10:53:44"
"2017-07","air_conditioning","A. 0-50",1,10.9,10.9,"2026-05-28 10:53:44"
"2017-07","air_conditioning","B. 50-150",1,125.9,125.9,"2026-05-28 10:53:44"
"2017-07","air_conditioning","C. 150-500",2,692.42,346.21,"2026-05-28 10:53:44"
"2017-07","air_conditioning","D. 500+",1,566.88,566.88,"2026-05-28 10:53:44"
"2017-07","art","A. 0-50",1,36.85,36.85,"2026-05-28 10:53:44"
"2017-07","art","B. 50-150",1,110,110,"2026-05-28 10:53:44"
"2017-07","art","C. 150-500",1,239.9,239.9,"2026-05-28 10:53:44"
"2017-07","arts_and_craftmanship","B. 50-150",1,129.9,129.9,"2026-05-28 10:53:44"
"2017-07","audio","A. 0-50",2,59.8,29.9,"2026-05-28 10:53:44"
"2017-07","audio","B. 50-150",3,322,107.33333333333333,"2026-05-28 10:53:44"
"2017-07","audio","C. 150-500",2,389.89,194.945,"2026-05-28 10:53:44"
"2017-07","auto","A. 0-50",51,1613.3799999999999,31.634901960784312,"2026-05-28 10:53:44"
"2017-07","auto","B. 50-150",49,5197.09,106.0630612244898,"2026-05-28 10:53:44"
"2017-07","auto","C. 150-500",14,3281.3,234.37857142857143,"2026-05-28 10:53:44"
"2017-07","auto","D. 500+",2,3999.98,1999.99,"2026-05-28 10:53:44"
"2017-07","baby","A. 0-50",28,978.62,34.950714285714284,"2026-05-28 10:53:44"
"2017-07","baby","B. 50-150",68,6257.87,92.0275,"2026-05-28 10:53:44"
"2017-07","baby","C. 150-500",26,5748.93,221.11269230769233,"2026-05-28 10:53:44"
"2017-07","baby","D. 500+",3,2475.99,825.3299999999999,"2026-05-28 10:53:44"
"2017-07","bed_bath_table","A. 0-50",120,3974.23,33.11858333333333,"2026-05-28 10:53:44"
"2017-07","bed_bath_table","B. 50-150",298,27059.440000000002,90.80348993288591,"2026-05-28 10:53:44"
"2017-07","bed_bath_table","C. 150-500",159,32670.28,205.47345911949685,"2026-05-28 10:53:44"
"2017-07","books_general_interest","A. 0-50",3,97.69999999999999,32.56666666666666,"2026-05-28 10:53:44"
"2017-07","books_general_interest","B. 50-150",10,1194.7,119.47,"2026-05-28 10:53:44"
"2017-07","books_technical","C. 150-500",2,528,264,"2026-05-28 10:53:44"
"2017-07","cds_dvds_musicals","A. 0-50",5,225,45,"2026-05-28 10:53:44"
"2017-07","christmas_supplies","A. 0-50",1,6.19,6.19,"2026-05-28 10:53:44"
"2017-07","christmas_supplies","B. 50-150",1,58.9,58.9,"2026-05-28 10:53:44"
"2017-07","computers_accessories","A. 0-50",124,3946.13,31.823629032258065,"2026-05-28 10:53:44"
"2017-07","computers_accessories","B. 50-150",117,11339.44,96.9182905982906,"2026-05-28 10:53:44"
"2017-07","computers_accessories","C. 150-500",77,16332.65,212.11233766233767,"2026-05-28 10:53:44"
"2017-07","computers_accessories","D. 500+",6,6997.889999999999,1166.3149999999998,"2026-05-28 10:53:44"
"2017-07","consoles_games","A. 0-50",26,635,24.423076923076923,"2026-05-28 10:53:44"
"2017-07","consoles_games","B. 50-150",12,1160.26,96.68833333333333,"2026-05-28 10:53:44"
"2017-07","consoles_games","C. 150-500",9,2879.91,319.99,"2026-05-28 10:53:44"
"2017-07","consoles_games","D. 500+",1,1004.99,1004.99,"2026-05-28 10:53:44"
"2017-07","construction_tools_construction","A. 0-50",1,49.49,49.49,"2026-05-28 10:53:44"
"2017-07","construction_tools_construction","B. 50-150",5,499.95,99.99,"2026-05-28 10:53:44"
"2017-07","construction_tools_lights","C. 150-500",1,360,360,"2026-05-28 10:53:44"
"2017-07","cool_stuff","A. 0-50",42,1604.71,38.20738095238095,"2026-05-28 10:53:44"
"2017-07","cool_stuff","B. 50-150",121,12566.81,103.85793388429752,"2026-05-28 10:53:44"
"2017-07","cool_stuff","C. 150-500",52,13798.960000000001,265.3646153846154,"2026-05-28 10:53:44"
"2017-07","cool_stuff","D. 500+",14,9281.38,662.9557142857142,"2026-05-28 10:53:44"
"2017-07","costruction_tools_garden","A. 0-50",4,75.98,18.995,"2026-05-28 10:53:44"
"2017-07","costruction_tools_garden","B. 50-150",4,271.6,67.9,"2026-05-28 10:53:44"
"2017-07","drinks","A. 0-50",2,99.98,49.99,"2026-05-28 10:53:44"
"2017-07","drinks","C. 150-500",1,173.99,173.99,"2026-05-28 10:53:44"
"2017-07","dvds_blu_ray","A. 0-50",3,50.699999999999996,16.9,"2026-05-28 10:53:44"
"2017-07","dvds_blu_ray","D. 500+",1,699,699,"2026-05-28 10:53:44"
"2017-07","electronics","A. 0-50",59,1269.88,21.523389830508478,"2026-05-28 10:53:44"
"2017-07","electronics","B. 50-150",28,3318.27,118.50964285714285,"2026-05-28 10:53:44"
"2017-07","electronics","C. 150-500",9,2058.79,228.75444444444443,"2026-05-28 10:53:44"
"2017-07","electronics","D. 500+",1,699.9,699.9,"2026-05-28 10:53:44"
"2017-07","fashio_female_clothing","A. 0-50",1,49,49,"2026-05-28 10:53:44"
"2017-07","fashio_female_clothing","B. 50-150",3,261.70000000000005,87.23333333333335,"2026-05-28 10:53:44"
"2017-07","fashion_bags_accessories","A. 0-50",64,2538.48,39.66375,"2026-05-28 10:53:44"
"2017-07","fashion_bags_accessories","B. 50-150",18,1615.76,89.76444444444445,"2026-05-28 10:53:44"
"2017-07","fashion_bags_accessories","C. 150-500",4,908.97,227.2425,"2026-05-28 10:53:44"
"2017-07","fashion_male_clothing","A. 0-50",2,68.49,34.245,"2026-05-28 10:53:44"
"2017-07","fashion_male_clothing","B. 50-150",7,651.5,93.07142857142857,"2026-05-28 10:53:44"
"2017-07","fashion_shoes","A. 0-50",10,336.59999999999997,33.66,"2026-05-28 10:53:44"
"2017-07","fashion_shoes","B. 50-150",6,430.91999999999996,71.82,"2026-05-28 10:53:44"
"2017-07","fashion_shoes","C. 150-500",3,515.5,171.83333333333334,"2026-05-28 10:53:44"
"2017-07","fashion_sport","B. 50-150",1,69.9,69.9,"2026-05-28 10:53:44"
"2017-07","fashion_underwear_beach","B. 50-150",2,119.8,59.9,"2026-05-28 10:53:44"
"2017-07","fashion_underwear_beach","C. 150-500",1,155,155,"2026-05-28 10:53:44"
"2017-07","fixed_telephony","A. 0-50",9,218.73,24.30333333333333,"2026-05-28 10:53:44"
"2017-07","food","A. 0-50",2,46.97,23.485,"2026-05-28 10:53:44"
"2017-07","food","B. 50-150",5,537.19,107.43800000000002,"2026-05-28 10:53:44"
"2017-07","food_drink","A. 0-50",8,168.2,21.025,"2026-05-28 10:53:44"
"2017-07","furniture_bedroom","B. 50-150",1,79.99,79.99,"2026-05-28 10:53:44"
"2017-07","furniture_bedroom","C. 150-500",3,998,332.6666666666667,"2026-05-28 10:53:44"
"2017-07","furniture_decor","A. 0-50",151,5322.91,35.25105960264901,"2026-05-28 10:53:44"
"2017-07","furniture_decor","B. 50-150",128,9898.16,77.329375,"2026-05-28 10:53:44"
"2017-07","furniture_decor","C. 150-500",40,8900.85,222.52125,"2026-05-28 10:53:44"
"2017-07","furniture_decor","D. 500+",1,630,630,"2026-05-28 10:53:44"
"2017-07","furniture_living_room","A. 0-50",2,99.8,49.9,"2026-05-28 10:53:44"
"2017-07","furniture_living_room","B. 50-150",24,2506.62,104.4425,"2026-05-28 10:53:44"
"2017-07","furniture_living_room","C. 150-500",4,1219.6999999999998,304.92499999999995,"2026-05-28 10:53:44"
"2017-07","furniture_living_room","D. 500+",1,569,569,"2026-05-28 10:53:44"
"2017-07","furniture_mattress_and_upholstery","B. 50-150",1,109.4,109.4,"2026-05-28 10:53:44"
"2017-07","garden_tools","A. 0-50",30,823.69,27.456333333333337,"2026-05-28 10:53:44"
"2017-07","garden_tools","B. 50-150",127,9216.369999999999,72.56984251968503,"2026-05-28 10:53:44"
"2017-07","garden_tools","C. 150-500",25,6235.6,249.424,"2026-05-28 10:53:44"
"2017-07","garden_tools","D. 500+",4,2966.54,741.635,"2026-05-28 10:53:44"
"2017-07","health_beauty","A. 0-50",130,3032.9,23.330000000000002,"2026-05-28 10:53:44"
"2017-07","health_beauty","B. 50-150",131,11618.82,88.69328244274809,"2026-05-28 10:53:44"
"2017-07","health_beauty","C. 150-500",45,11290.65,250.90333333333334,"2026-05-28 10:53:44"
"2017-07","health_beauty","D. 500+",8,8657.05,1082.13125,"2026-05-28 10:53:44"
"2017-07","home_appliances","A. 0-50",22,595.3,27.05909090909091,"2026-05-28 10:53:44"
"2017-07","home_appliances","B. 50-150",6,554.29,92.38166666666666,"2026-05-28 10:53:44"
"2017-07","home_appliances","C. 150-500",8,1740.15,217.51875,"2026-05-28 10:53:44"
"2017-07","home_appliances","D. 500+",1,782.25,782.25,"2026-05-28 10:53:44"
"2017-07","home_appliances_2","B. 50-150",2,238.99,119.495,"2026-05-28 10:53:44"
"2017-07","home_appliances_2","C. 150-500",5,795,159,"2026-05-28 10:53:44"
"2017-07","home_comfort_2","A. 0-50",1,12.9,12.9,"2026-05-28 10:53:44"
"2017-07","home_confort","A. 0-50",10,240.9,24.09,"2026-05-28 10:53:44"
"2017-07","home_confort","B. 50-150",25,2497.9500000000003,99.918,"2026-05-28 10:53:44"
"2017-07","home_confort","C. 150-500",8,1825,228.125,"2026-05-28 10:53:44"
"2017-07","home_construction","A. 0-50",2,93.6,46.8,"2026-05-28 10:53:44"
"2017-07","housewares","A. 0-50",124,3645.17,29.396532258064518,"2026-05-28 10:53:44"
"2017-07","housewares","B. 50-150",126,10912.69,86.6086507936508,"2026-05-28 10:53:44"
"2017-07","housewares","C. 150-500",23,5568.56,242.1113043478261,"2026-05-28 10:53:44"
"2017-07","housewares","D. 500+",1,537.99,537.99,"2026-05-28 10:53:44"
"2017-07","industry_commerce_and_business","B. 50-150",2,245.95999999999998,122.97999999999999,"2026-05-28 10:53:44"
"2017-07","kitchen_dining_laundry_garden_furniture","A. 0-50",5,227.7,45.54,"2026-05-28 10:53:44"
"2017-07","kitchen_dining_laundry_garden_furniture","B. 50-150",5,619.8,123.96,"2026-05-28 10:53:44"
"2017-07","kitchen_dining_laundry_garden_furniture","C. 150-500",1,469,469,"2026-05-28 10:53:44"
"2017-07","la_cuisine","B. 50-150",4,469.99,117.4975,"2026-05-28 10:53:44"
"2017-07","luggage_accessories","A. 0-50",6,256.4,42.73333333333333,"2026-05-28 10:53:44"
"2017-07","luggage_accessories","B. 50-150",57,5360.83,94.04964912280701,"2026-05-28 10:53:44"
"2017-07","luggage_accessories","C. 150-500",11,2740.38,249.12545454545455,"2026-05-28 10:53:44"
"2017-07","market_place","A. 0-50",4,143.29,35.8225,"2026-05-28 10:53:44"
"2017-07","market_place","B. 50-150",6,510.29,85.04833333333333,"2026-05-28 10:53:44"
"2017-07","market_place","C. 150-500",3,919.8,306.59999999999997,"2026-05-28 10:53:44"
"2017-07","music","C. 150-500",1,329,329,"2026-05-28 10:53:44"
"2017-07","musical_instruments","A. 0-50",5,218.8,43.760000000000005,"2026-05-28 10:53:44"
"2017-07","musical_instruments","B. 50-150",12,911.6,75.96666666666667,"2026-05-28 10:53:44"
"2017-07","musical_instruments","C. 150-500",9,2755.19,306.13222222222225,"2026-05-28 10:53:44"
"2017-07","musical_instruments","D. 500+",4,3397,849.25,"2026-05-28 10:53:44"
"2017-07","office_furniture","B. 50-150",65,7458.04,114.73907692307692,"2026-05-28 10:53:44"
"2017-07","office_furniture","C. 150-500",50,9434.57,188.6914,"2026-05-28 10:53:44"
"2017-07","party_supplies","B. 50-150",1,69.9,69.9,"2026-05-28 10:53:44"
"2017-07","perfumery","A. 0-50",18,551.0799999999999,30.615555555555552,"2026-05-28 10:53:44"
"2017-07","perfumery","B. 50-150",78,5810.9400000000005,74.49923076923078,"2026-05-28 10:53:44"
"2017-07","perfumery","C. 150-500",27,6449.21,238.85962962962964,"2026-05-28 10:53:44"
"2017-07","pet_shop","A. 0-50",35,1000.49,28.585428571428572,"2026-05-28 10:53:44"
"2017-07","pet_shop","B. 50-150",44,4206.15,95.59431818181817,"2026-05-28 10:53:44"
"2017-07","pet_shop","C. 150-500",7,1399.23,199.89000000000001,"2026-05-28 10:53:44"
"2017-07","signaling_and_security","A. 0-50",2,32.52,16.26,"2026-05-28 10:53:44"
"2017-07","signaling_and_security","B. 50-150",3,322.28,107.42666666666666,"2026-05-28 10:53:44"
"2017-07","signaling_and_security","C. 150-500",1,175.39,175.39,"2026-05-28 10:53:44"
"2017-07","small_appliances","A. 0-50",11,214.51999999999998,19.50181818181818,"2026-05-28 10:53:44"
"2017-07","small_appliances","B. 50-150",13,1260.01,96.92384615384616,"2026-05-28 10:53:44"
"2017-07","small_appliances","C. 150-500",7,2112.7,301.8142857142857,"2026-05-28 10:53:44"
"2017-07","sports_leisure","A. 0-50",132,3833.37,29.040681818181817,"2026-05-28 10:53:44"
"2017-07","sports_leisure","B. 50-150",195,17560.41,90.05338461538462,"2026-05-28 10:53:44"
"2017-07","sports_leisure","C. 150-500",47,10257.87,218.25255319148937,"2026-05-28 10:53:44"
"2017-07","sports_leisure","D. 500+",7,5562.88,794.6971428571429,"2026-05-28 10:53:44"
"2017-07","stationery","A. 0-50",26,1022.27,39.31807692307692,"2026-05-28 10:53:44"
"2017-07","stationery","B. 50-150",43,3923.2400000000002,91.23813953488373,"2026-05-28 10:53:44"
"2017-07","stationery","C. 150-500",7,1262.34,180.3342857142857,"2026-05-28 10:53:44"
"2017-07","stationery","D. 500+",1,699,699,"2026-05-28 10:53:44"
"2017-07","tablets_printing_image","B. 50-150",2,198,99,"2026-05-28 10:53:44"
"2017-07","telephony","A. 0-50",111,3102.31,27.948738738738736,"2026-05-28 10:53:44"
"2017-07","telephony","B. 50-150",16,1193.08,74.5675,"2026-05-28 10:53:44"
"2017-07","telephony","C. 150-500",15,3669.67,244.64466666666667,"2026-05-28 10:53:44"
"2017-07","telephony","D. 500+",2,1099.8,549.9,"2026-05-28 10:53:44"
"2017-07","toys","A. 0-50",70,2758.38,39.40542857142857,"2026-05-28 10:53:44"
"2017-07","toys","B. 50-150",102,10706.880000000001,104.9694117647059,"2026-05-28 10:53:44"
"2017-07","toys","C. 150-500",31,8796.77,283.76677419354843,"2026-05-28 10:53:44"
"2017-07","toys","D. 500+",3,2099.7,699.9,"2026-05-28 10:53:44"
"2017-07","watches_gifts","A. 0-50",49,1631.37,33.29326530612245,"2026-05-28 10:53:44"
"2017-07","watches_gifts","B. 50-150",36,3027.02,84.0838888888889,"2026-05-28 10:53:44"
"2017-07","watches_gifts","C. 150-500",63,13936.61,221.21603174603175,"2026-05-28 10:53:44"
"2017-07","watches_gifts","D. 500+",18,16263.66,903.5366666666666,"2026-05-28 10:53:44"
"2017-08","","A. 0-50",35,1163.84,33.25257142857143,"2026-05-28 10:53:44"
"2017-08","","B. 50-150",36,3034.92,84.30333333333334,"2026-05-28 10:53:44"
"2017-08","","C. 150-500",5,1004.69,200.93800000000002,"2026-05-28 10:53:44"
"2017-08","agro_industry_and_commerce","A. 0-50",4,88,22,"2026-05-28 10:53:44"
"2017-08","air_conditioning","B. 50-150",6,621.8,103.63333333333333,"2026-05-28 10:53:44"
"2017-08","air_conditioning","C. 150-500",7,2059.97,294.28142857142853,"2026-05-28 10:53:44"
"2017-08","air_conditioning","D. 500+",2,1589.96,794.98,"2026-05-28 10:53:44"
"2017-08","art","A. 0-50",3,134.7,44.9,"2026-05-28 10:53:44"
"2017-08","art","B. 50-150",1,110,110,"2026-05-28 10:53:44"
"2017-08","audio","A. 0-50",2,79.8,39.9,"2026-05-28 10:53:44"
"2017-08","audio","B. 50-150",3,267,89,"2026-05-28 10:53:44"
"2017-08","audio","C. 150-500",2,703.9,351.95,"2026-05-28 10:53:44"
"2017-08","auto","A. 0-50",53,1629.46,30.744528301886792,"2026-05-28 10:53:44"
"2017-08","auto","B. 50-150",84,8301.48,98.82714285714285,"2026-05-28 10:53:44"
"2017-08","auto","C. 150-500",20,6094.639999999999,304.73199999999997,"2026-05-28 10:53:44"
"2017-08","auto","D. 500+",5,3296.9300000000003,659.3860000000001,"2026-05-28 10:53:44"
"2017-08","baby","A. 0-50",40,1411.47,35.28675,"2026-05-28 10:53:44"
"2017-08","baby","B. 50-150",51,4583.89,89.88019607843138,"2026-05-28 10:53:44"
"2017-08","baby","C. 150-500",33,9095.99,275.6360606060606,"2026-05-28 10:53:44"
"2017-08","baby","D. 500+",6,4670.98,778.4966666666666,"2026-05-28 10:53:44"
"2017-08","bed_bath_table","A. 0-50",136,4539.03,33.375220588235294,"2026-05-28 10:53:44"
"2017-08","bed_bath_table","B. 50-150",223,20693.510000000002,92.79600896860987,"2026-05-28 10:53:44"
"2017-08","bed_bath_table","C. 150-500",151,31792.89,210.548940397351,"2026-05-28 10:53:44"
"2017-08","books_general_interest","A. 0-50",11,360.12,32.73818181818182,"2026-05-28 10:53:44"
"2017-08","books_general_interest","B. 50-150",14,1610.5,115.03571428571429,"2026-05-28 10:53:44"
"2017-08","books_general_interest","C. 150-500",2,304.38,152.19,"2026-05-28 10:53:44"
"2017-08","books_imported","B. 50-150",1,61,61,"2026-05-28 10:53:44"
"2017-08","books_technical","A. 0-50",2,76.44999999999999,38.224999999999994,"2026-05-28 10:53:44"
"2017-08","books_technical","B. 50-150",5,555,111,"2026-05-28 10:53:44"
"2017-08","books_technical","C. 150-500",2,564.9300000000001,282.46500000000003,"2026-05-28 10:53:44"
"2017-08","cds_dvds_musicals","A. 0-50",3,135,45,"2026-05-28 10:53:44"
"2017-08","christmas_supplies","B. 50-150",1,58.9,58.9,"2026-05-28 10:53:44"
"2017-08","computers","D. 500+",29,33700,1162.0689655172414,"2026-05-28 10:53:44"
"2017-08","computers_accessories","A. 0-50",173,5695.42,32.921502890173414,"2026-05-28 10:53:44"
"2017-08","computers_accessories","B. 50-150",98,9925.12,101.27673469387756,"2026-05-28 10:53:44"
"2017-08","computers_accessories","C. 150-500",69,14353.5,208.02173913043478,"2026-05-28 10:53:44"
"2017-08","computers_accessories","D. 500+",5,4109.88,821.976,"2026-05-28 10:53:44"
"2017-08","consoles_games","A. 0-50",50,1146.06,22.9212,"2026-05-28 10:53:44"
"2017-08","consoles_games","B. 50-150",24,2436.7799999999997,101.53249999999998,"2026-05-28 10:53:44"
"2017-08","consoles_games","C. 150-500",9,3051.92,339.1022222222222,"2026-05-28 10:53:44"
"2017-08","consoles_games","D. 500+",2,1539.99,769.995,"2026-05-28 10:53:44"
"2017-08","construction_tools_construction","A. 0-50",1,43.62,43.62,"2026-05-28 10:53:44"
"2017-08","construction_tools_construction","B. 50-150",3,303,101,"2026-05-28 10:53:44"
"2017-08","construction_tools_construction","C. 150-500",3,833.38,277.79333333333335,"2026-05-28 10:53:44"
"2017-08","construction_tools_lights","C. 150-500",2,589,294.5,"2026-05-28 10:53:44"
"2017-08","construction_tools_safety","A. 0-50",1,8.9,8.9,"2026-05-28 10:53:44"
"2017-08","cool_stuff","A. 0-50",59,2245.77,38.06389830508475,"2026-05-28 10:53:44"
"2017-08","cool_stuff","B. 50-150",145,14755.74,101.76372413793104,"2026-05-28 10:53:44"
"2017-08","cool_stuff","C. 150-500",35,8825.75,252.1642857142857,"2026-05-28 10:53:44"
"2017-08","cool_stuff","D. 500+",20,12809,640.45,"2026-05-28 10:53:44"
"2017-08","costruction_tools_garden","A. 0-50",1,32.7,32.7,"2026-05-28 10:53:44"
"2017-08","costruction_tools_garden","B. 50-150",5,464.59000000000003,92.918,"2026-05-28 10:53:44"
"2017-08","costruction_tools_garden","C. 150-500",4,788.9,197.225,"2026-05-28 10:53:44"
"2017-08","drinks","A. 0-50",1,10,10,"2026-05-28 10:53:44"
"2017-08","drinks","B. 50-150",1,109.9,109.9,"2026-05-28 10:53:44"
"2017-08","dvds_blu_ray","A. 0-50",6,113.39999999999999,18.9,"2026-05-28 10:53:44"
"2017-08","electronics","A. 0-50",42,873.8199999999999,20.805238095238092,"2026-05-28 10:53:44"
"2017-08","electronics","B. 50-150",5,437.4,87.47999999999999,"2026-05-28 10:53:44"
"2017-08","electronics","C. 150-500",9,1542.93,171.43666666666667,"2026-05-28 10:53:44"
"2017-08","fashio_female_clothing","A. 0-50",2,68.9,34.45,"2026-05-28 10:53:44"
"2017-08","fashio_female_clothing","B. 50-150",2,119.80000000000001,59.900000000000006,"2026-05-28 10:53:44"
"2017-08","fashion_bags_accessories","A. 0-50",69,2660.66,38.56028985507246,"2026-05-28 10:53:44"
"2017-08","fashion_bags_accessories","B. 50-150",24,2212.52,92.18833333333333,"2026-05-28 10:53:44"
"2017-08","fashion_bags_accessories","C. 150-500",5,1664.6,332.91999999999996,"2026-05-28 10:53:44"
"2017-08","fashion_male_clothing","A. 0-50",5,204.58999999999997,40.91799999999999,"2026-05-28 10:53:44"
"2017-08","fashion_male_clothing","B. 50-150",9,970.47,107.83,"2026-05-28 10:53:44"
"2017-08","fashion_shoes","A. 0-50",10,303,30.3,"2026-05-28 10:53:44"
"2017-08","fashion_shoes","B. 50-150",10,819,81.9,"2026-05-28 10:53:44"
"2017-08","fashion_shoes","C. 150-500",2,369.69,184.845,"2026-05-28 10:53:44"
"2017-08","fashion_sport","B. 50-150",1,59.9,59.9,"2026-05-28 10:53:44"
"2017-08","fashion_sport","C. 150-500",1,205.9,205.9,"2026-05-28 10:53:44"
"2017-08","fashion_underwear_beach","A. 0-50",2,99.8,49.9,"2026-05-28 10:53:44"
"2017-08","fashion_underwear_beach","B. 50-150",9,669.2,74.35555555555555,"2026-05-28 10:53:44"
"2017-08","fashion_underwear_beach","C. 150-500",2,342,171,"2026-05-28 10:53:44"
"2017-08","fixed_telephony","A. 0-50",12,416.85,34.737500000000004,"2026-05-28 10:53:44"
"2017-08","fixed_telephony","B. 50-150",3,289.8,96.60000000000001,"2026-05-28 10:53:44"
"2017-08","fixed_telephony","C. 150-500",3,630.9,210.29999999999998,"2026-05-28 10:53:44"
"2017-08","fixed_telephony","D. 500+",2,2005.99,1002.995,"2026-05-28 10:53:44"
"2017-08","food","A. 0-50",6,151.10999999999999,25.185,"2026-05-28 10:53:44"
"2017-08","food","B. 50-150",2,213.39000000000001,106.69500000000001,"2026-05-28 10:53:44"
"2017-08","food_drink","A. 0-50",13,376.32,28.947692307692307,"2026-05-28 10:53:44"
"2017-08","food_drink","B. 50-150",2,118.49,59.245,"2026-05-28 10:53:44"
"2017-08","furniture_bedroom","C. 150-500",3,618,206,"2026-05-28 10:53:44"
"2017-08","furniture_decor","A. 0-50",188,7050.4,37.50212765957447,"2026-05-28 10:53:44"
"2017-08","furniture_decor","B. 50-150",192,15055.960000000001,78.41645833333334,"2026-05-28 10:53:44"
"2017-08","furniture_decor","C. 150-500",47,10514.13,223.70489361702127,"2026-05-28 10:53:44"
"2017-08","furniture_decor","D. 500+",2,1150.2,575.1,"2026-05-28 10:53:44"
"2017-08","furniture_living_room","A. 0-50",4,99.19999999999999,24.799999999999997,"2026-05-28 10:53:44"
"2017-08","furniture_living_room","B. 50-150",16,1594.89,99.680625,"2026-05-28 10:53:44"
"2017-08","furniture_living_room","C. 150-500",3,783.98,261.32666666666665,"2026-05-28 10:53:44"
"2017-08","furniture_mattress_and_upholstery","B. 50-150",1,109.4,109.4,"2026-05-28 10:53:44"
"2017-08","furniture_mattress_and_upholstery","C. 150-500",1,399.99,399.99,"2026-05-28 10:53:44"
"2017-08","garden_tools","A. 0-50",38,916.73,24.12447368421053,"2026-05-28 10:53:44"
"2017-08","garden_tools","B. 50-150",169,11381.92,67.34863905325444,"2026-05-28 10:53:44"
"2017-08","garden_tools","C. 150-500",22,5773.77,262.4440909090909,"2026-05-28 10:53:44"
"2017-08","garden_tools","D. 500+",5,4908.41,981.682,"2026-05-28 10:53:44"
"2017-08","health_beauty","A. 0-50",113,3447.82,30.511681415929203,"2026-05-28 10:53:44"
"2017-08","health_beauty","B. 50-150",172,14873.51,86.47389534883722,"2026-05-28 10:53:44"
"2017-08","health_beauty","C. 150-500",55,15751.56,286.392,"2026-05-28 10:53:44"
"2017-08","health_beauty","D. 500+",17,15291.23,899.4841176470588,"2026-05-28 10:53:44"
"2017-08","home_appliances","A. 0-50",22,642.4,29.2,"2026-05-28 10:53:44"
"2017-08","home_appliances","B. 50-150",13,1089.45,83.80384615384615,"2026-05-28 10:53:44"
"2017-08","home_appliances","C. 150-500",9,1734.3,192.7,"2026-05-28 10:53:44"
"2017-08","home_appliances","D. 500+",1,629.9,629.9,"2026-05-28 10:53:44"
"2017-08","home_appliances_2","B. 50-150",1,149,149,"2026-05-28 10:53:44"
"2017-08","home_appliances_2","C. 150-500",13,2788.55,214.50384615384615,"2026-05-28 10:53:44"
"2017-08","home_appliances_2","D. 500+",1,749,749,"2026-05-28 10:53:44"
"2017-08","home_comfort_2","A. 0-50",3,38.7,12.9,"2026-05-28 10:53:44"
"2017-08","home_confort","A. 0-50",6,154.69,25.781666666666666,"2026-05-28 10:53:44"
"2017-08","home_confort","B. 50-150",15,1302.5,86.83333333333333,"2026-05-28 10:53:44"
"2017-08","home_confort","C. 150-500",5,1345,269,"2026-05-28 10:53:44"
"2017-08","home_confort","D. 500+",2,1198,599,"2026-05-28 10:53:44"
"2017-08","home_construction","B. 50-150",1,124.8,124.8,"2026-05-28 10:53:44"
"2017-08","housewares","A. 0-50",129,3906.83,30.285503875968992,"2026-05-28 10:53:44"
"2017-08","housewares","B. 50-150",116,9680.3,83.4508620689655,"2026-05-28 10:53:44"
"2017-08","housewares","C. 150-500",35,8071.17,230.60485714285716,"2026-05-28 10:53:44"
"2017-08","housewares","D. 500+",2,1827.99,913.995,"2026-05-28 10:53:44"
"2017-08","industry_commerce_and_business","B. 50-150",2,208.9,104.45,"2026-05-28 10:53:44"
"2017-08","industry_commerce_and_business","D. 500+",1,748,748,"2026-05-28 10:53:44"
"2017-08","kitchen_dining_laundry_garden_furniture","A. 0-50",2,54.4,27.2,"2026-05-28 10:53:44"
"2017-08","kitchen_dining_laundry_garden_furniture","B. 50-150",2,237.9,118.95,"2026-05-28 10:53:44"
"2017-08","kitchen_dining_laundry_garden_furniture","C. 150-500",3,713.9,237.96666666666667,"2026-05-28 10:53:44"
"2017-08","la_cuisine","B. 50-150",1,139,139,"2026-05-28 10:53:44"
"2017-08","la_cuisine","C. 150-500",1,174,174,"2026-05-28 10:53:44"
"2017-08","luggage_accessories","A. 0-50",12,548.8,45.73333333333333,"2026-05-28 10:53:44"
"2017-08","luggage_accessories","B. 50-150",42,3746.9,89.21190476190476,"2026-05-28 10:53:44"
"2017-08","luggage_accessories","C. 150-500",8,2237.3999999999996,279.67499999999995,"2026-05-28 10:53:44"
"2017-08","market_place","A. 0-50",7,221.32999999999998,31.618571428571425,"2026-05-28 10:53:44"
"2017-08","market_place","B. 50-150",12,881.49,73.4575,"2026-05-28 10:53:44"
"2017-08","market_place","C. 150-500",4,834.5699999999999,208.64249999999998,"2026-05-28 10:53:44"
"2017-08","musical_instruments","A. 0-50",5,186.6,37.32,"2026-05-28 10:53:44"
"2017-08","musical_instruments","B. 50-150",8,630,78.75,"2026-05-28 10:53:44"
"2017-08","musical_instruments","C. 150-500",6,1824.5,304.0833333333333,"2026-05-28 10:53:44"
"2017-08","musical_instruments","D. 500+",4,4448.45,1112.1125,"2026-05-28 10:53:44"
